startup_id,feedback,rating,date
STARTUP_4678,"The features could be improved, but overall Happy.",2,2025-06-25 19:34:18.282854
STARTUP_4678,"Happy with the user interface, especially the automates repetitive tasks.",4,2025-01-09 19:34:18.282854
STARTUP_4678,"Great features, really helps with enables data-driven decisions. Disappointed",3,2025-05-28 19:34:18.282854
STARTUP_4678,"Great integration, really helps with provides personalized experiences. Disappointed",2,2025-02-17 19:34:18.282854
STARTUP_4678,"Excellent integration, Excited about the ensures data security.",5,2025-09-09 19:34:18.282854
STARTUP_4678,"Excellent integration, Excited about the automates repetitive tasks.",3,2025-08-22 19:34:18.282854
STARTUP_4678,"Great support, really helps with scales with your business. Excited",2,2025-07-23 19:34:18.282854
STARTUP_4678,"Great support, really helps with ensures data security. Disappointed",5,2025-03-17 19:34:18.282854
STARTUP_4678,"Impressed with the pricing, especially the increases efficiency by 3x.",1,2025-06-25 19:34:18.282854
STARTUP_4340,"Great user interface, really helps with delivers real-time insights. Impressed",4,2025-03-03 19:34:18.282854
STARTUP_4340,"Great features, really helps with reduces operational costs by 40%. Very satisfied",4,2025-06-01 19:34:18.282854
STARTUP_4340,"The support could be improved, but overall Neutral.",1,2025-04-17 19:34:18.282854
STARTUP_4340,"The pricing could be improved, but overall Excited.",1,2025-06-21 19:34:18.282854
STARTUP_4340,"Great pricing, really helps with automates repetitive tasks. Happy",5,2025-08-16 19:34:18.282854
STARTUP_4340,"Excellent support, Very satisfied about the reduces operational costs by 40%.",4,2025-03-10 19:34:18.282854
STARTUP_4340,"Great support, really helps with increases efficiency by 3x. Excited",5,2026-01-07 19:34:18.282854
STARTUP_4340,"Excellent pricing, Happy about the delivers real-time insights.",3,2025-07-01 19:34:18.282854
STARTUP_4340,"Excellent performance, Happy about the ensures data security.",4,2025-03-03 19:34:18.282854
STARTUP_4340,"Excellent performance, Excited about the reduces operational costs by 40%.",4,2025-08-26 19:34:18.282854
STARTUP_4340,"Excellent integration, Impressed about the delivers real-time insights.",1,2025-12-02 19:34:18.282854
STARTUP_4340,"Great integration, really helps with scales with your business. Neutral",3,2025-12-07 19:34:18.282854
STARTUP_4340,"The integration could be improved, but overall Happy.",1,2026-01-20 19:34:18.282854
STARTUP_4340,"Excellent features, Excited about the scales with your business.",4,2025-05-31 19:34:18.282854
STARTUP_4340,"Great pricing, really helps with improves accuracy by 95%. Neutral",4,2025-10-26 19:34:18.282854
STARTUP_4060,"Excellent user interface, Neutral about the automates repetitive tasks.",2,2025-12-12 19:34:18.282854
STARTUP_4060,"Excellent performance, Neutral about the delivers real-time insights.",1,2025-09-21 19:34:18.282854
STARTUP_4060,"The support could be improved, but overall Neutral.",5,2026-04-05 19:34:18.282854
STARTUP_4060,"Excellent pricing, Impressed about the improves accuracy by 95%.",3,2026-01-14 19:34:18.282854
STARTUP_4060,"Impressed with the user interface, especially the enables data-driven decisions.",3,2026-01-30 19:34:18.282854
STARTUP_4060,"Excellent performance, Neutral about the automates repetitive tasks.",2,2025-11-22 19:34:18.282854
STARTUP_4060,"The integration could be improved, but overall Very satisfied.",5,2025-11-04 19:34:18.282854
STARTUP_4060,"Excited with the user interface, especially the automates repetitive tasks.",5,2026-02-15 19:34:18.282854
STARTUP_4060,"Neutral with the features, especially the improves accuracy by 95%.",2,2026-04-11 19:34:18.282854
STARTUP_1738,"The pricing could be improved, but overall Disappointed.",3,2026-07-06 19:34:18.282854
STARTUP_1738,"Very satisfied with the support, especially the automates repetitive tasks.",4,2026-07-03 19:34:18.282854
STARTUP_1738,"Great user interface, really helps with ensures data security. Very satisfied",2,2025-11-06 19:34:18.282854
STARTUP_1738,"Excellent support, Happy about the scales with your business.",5,2026-07-28 19:34:18.282854
STARTUP_1738,"The performance could be improved, but overall Disappointed.",2,2026-01-25 19:34:18.282854
STARTUP_1738,"Excellent pricing, Happy about the enables data-driven decisions.",2,2026-03-27 19:34:18.282854
STARTUP_1738,"The integration could be improved, but overall Happy.",5,2026-02-28 19:34:18.282854
STARTUP_1738,"Excellent integration, Neutral about the scales with your business.",1,2025-11-05 19:34:18.282854
STARTUP_1738,"Excellent features, Impressed about the enables data-driven decisions.",5,2026-05-05 19:34:18.282854
STARTUP_1738,"The pricing could be improved, but overall Neutral.",5,2025-09-27 19:34:18.282854
STARTUP_1738,"Excellent user interface, Impressed about the enables data-driven decisions.",3,2025-10-31 19:34:18.282854
STARTUP_1738,"Great features, really helps with saves 10+ hours per week. Impressed",4,2025-10-20 19:34:18.282854
STARTUP_1738,"Very satisfied with the integration, especially the increases efficiency by 3x.",1,2025-09-24 19:34:18.282854
STARTUP_1738,"The user interface could be improved, but overall Happy.",3,2025-11-19 19:34:18.282854
STARTUP_1738,"Disappointed with the features, especially the increases efficiency by 3x.",2,2026-06-10 19:34:18.282854
STARTUP_1738,"Impressed with the performance, especially the saves 10+ hours per week.",5,2026-02-15 19:34:18.282854
STARTUP_1738,"Happy with the integration, especially the automates repetitive tasks.",4,2025-10-01 19:34:18.282854
STARTUP_1738,"Great performance, really helps with scales with your business. Neutral",3,2026-08-07 19:34:18.282854
STARTUP_1738,"Excellent integration, Excited about the ensures data security.",5,2025-12-15 19:34:18.282854
STARTUP_1738,"Great features, really helps with provides personalized experiences. Excited",1,2026-05-08 19:34:18.282854
STARTUP_4975,"Neutral with the user interface, especially the increases efficiency by 3x.",5,2025-10-23 19:34:18.282854
STARTUP_4975,"The pricing could be improved, but overall Disappointed.",2,2025-10-22 19:34:18.282854
STARTUP_4975,"Excited with the integration, especially the saves 10+ hours per week.",5,2025-12-28 19:34:18.282854
STARTUP_4975,"Neutral with the user interface, especially the provides personalized experiences.",4,2026-03-29 19:34:18.282854
STARTUP_4975,"Excellent features, Disappointed about the automates repetitive tasks.",5,2026-01-19 19:34:18.282854
STARTUP_4975,"The user interface could be improved, but overall Happy.",2,2025-11-01 19:34:18.282854
STARTUP_4975,"The user interface could be improved, but overall Happy.",3,2026-06-04 19:34:18.282854
STARTUP_4975,"Great support, really helps with saves 10+ hours per week. Disappointed",3,2025-12-14 19:34:18.282854
STARTUP_4975,"Excellent pricing, Disappointed about the ensures data security.",5,2025-12-11 19:34:18.282854
STARTUP_4975,"The pricing could be improved, but overall Excited.",3,2025-12-28 19:34:18.282854
STARTUP_0301,"The user interface could be improved, but overall Very satisfied.",2,2025-01-11 19:34:18.282854
STARTUP_0301,"Great pricing, really helps with reduces operational costs by 40%. Impressed",1,2025-05-31 19:34:18.282854
STARTUP_0301,"The integration could be improved, but overall Impressed.",1,2024-11-26 19:34:18.282854
STARTUP_0301,"Very satisfied with the performance, especially the ensures data security.",5,2024-11-17 19:34:18.282854
STARTUP_0301,"Impressed with the pricing, especially the saves 10+ hours per week.",2,2025-03-24 19:34:18.282854
STARTUP_0301,"Great support, really helps with ensures data security. Very satisfied",3,2024-12-26 19:34:18.282854
STARTUP_0301,"Great pricing, really helps with automates repetitive tasks. Excited",2,2024-11-17 19:34:18.282854
STARTUP_0301,"Happy with the user interface, especially the reduces operational costs by 40%.",1,2024-12-07 19:34:18.282854
STARTUP_0301,"Happy with the integration, especially the increases efficiency by 3x.",5,2025-06-10 19:34:18.282854
STARTUP_0301,"The performance could be improved, but overall Happy.",5,2025-05-03 19:34:18.282854
STARTUP_0301,"Excited with the integration, especially the delivers real-time insights.",3,2025-02-02 19:34:18.282854
STARTUP_0301,"Great performance, really helps with saves 10+ hours per week. Disappointed",4,2025-07-17 19:34:18.282854
STARTUP_0301,"Great support, really helps with automates repetitive tasks. Disappointed",4,2024-08-21 19:34:18.282854
STARTUP_0301,"Impressed with the integration, especially the provides personalized experiences.",3,2025-07-16 19:34:18.282854
STARTUP_1473,"Great support, really helps with reduces operational costs by 40%. Disappointed",4,2024-01-06 19:34:18.282854
STARTUP_1473,"The integration could be improved, but overall Excited.",5,2024-09-23 19:34:18.282854
STARTUP_1473,"The integration could be improved, but overall Happy.",1,2024-02-12 19:34:18.282854
STARTUP_1473,"Excellent user interface, Neutral about the increases efficiency by 3x.",4,2023-11-16 19:34:18.282854
STARTUP_1473,"Excellent features, Happy about the saves 10+ hours per week.",1,2024-01-05 19:34:18.282854
STARTUP_1473,"The support could be improved, but overall Impressed.",4,2024-04-01 19:34:18.282854
STARTUP_1473,"Excellent support, Excited about the provides personalized experiences.",4,2024-04-19 19:34:18.282854
STARTUP_1473,"Impressed with the integration, especially the ensures data security.",1,2024-05-18 19:34:18.282854
STARTUP_1473,"Neutral with the features, especially the increases efficiency by 3x.",3,2024-03-12 19:34:18.282854
STARTUP_3005,"The features could be improved, but overall Neutral.",2,2026-06-30 19:34:18.282854
STARTUP_3005,"Excellent integration, Neutral about the reduces operational costs by 40%.",3,2025-09-11 19:34:18.282854
STARTUP_3005,"Great features, really helps with delivers real-time insights. Neutral",3,2026-03-28 19:34:18.282854
STARTUP_3005,"Excellent integration, Excited about the reduces operational costs by 40%.",3,2026-03-14 19:34:18.282854
STARTUP_3005,"Excellent performance, Happy about the delivers real-time insights.",3,2026-01-10 19:34:18.282854
STARTUP_3005,"The performance could be improved, but overall Neutral.",1,2026-07-10 19:34:18.282854
STARTUP_3005,"The integration could be improved, but overall Disappointed.",1,2025-11-05 19:34:18.282854
STARTUP_3005,"Neutral with the integration, especially the delivers real-time insights.",1,2026-01-22 19:34:18.282854
STARTUP_3005,"Excited with the pricing, especially the provides personalized experiences.",5,2026-03-28 19:34:18.282854
STARTUP_3005,"The performance could be improved, but overall Happy.",1,2025-09-30 19:34:18.282854
STARTUP_3005,"Very satisfied with the support, especially the increases efficiency by 3x.",1,2026-06-12 19:34:18.282854
STARTUP_3005,"Very satisfied with the support, especially the improves accuracy by 95%.",2,2026-05-02 19:34:18.282854
STARTUP_3005,"Happy with the support, especially the ensures data security.",3,2026-05-21 19:34:18.282854
STARTUP_4817,"Excellent support, Very satisfied about the scales with your business.",4,2024-06-24 19:34:18.282854
STARTUP_4817,"Great features, really helps with automates repetitive tasks. Disappointed",5,2025-01-03 19:34:18.282854
STARTUP_4817,"The integration could be improved, but overall Neutral.",3,2024-09-27 19:34:18.282854
STARTUP_4817,"Great integration, really helps with ensures data security. Very satisfied",1,2025-01-28 19:34:18.282854
STARTUP_4817,"The features could be improved, but overall Disappointed.",4,2024-08-02 19:34:18.282854
STARTUP_4817,"Great pricing, really helps with automates repetitive tasks. Very satisfied",3,2025-01-06 19:34:18.282854
STARTUP_4817,"Great pricing, really helps with increases efficiency by 3x. Happy",4,2024-06-08 19:34:18.282854
STARTUP_0898,"Excellent support, Very satisfied about the reduces operational costs by 40%.",1,2025-03-24 19:34:18.282854
STARTUP_0898,"Great features, really helps with provides personalized experiences. Disappointed",2,2025-12-10 19:34:18.282854
STARTUP_0898,"Great integration, really helps with increases efficiency by 3x. Very satisfied",5,2025-06-06 19:34:18.282854
STARTUP_0898,"Excellent features, Excited about the enables data-driven decisions.",5,2025-12-18 19:34:18.282854
STARTUP_0898,"The pricing could be improved, but overall Neutral.",1,2025-04-06 19:34:18.282854
STARTUP_0898,"Excellent user interface, Impressed about the increases efficiency by 3x.",4,2025-08-16 19:34:18.282854
STARTUP_0898,"Impressed with the pricing, especially the provides personalized experiences.",5,2025-06-05 19:34:18.282854
STARTUP_0898,"Neutral with the user interface, especially the ensures data security.",1,2025-02-03 19:34:18.282854
STARTUP_0898,"Great features, really helps with ensures data security. Happy",5,2025-09-04 19:34:18.282854
STARTUP_0898,"Great support, really helps with improves accuracy by 95%. Excited",1,2025-06-10 19:34:18.282854
STARTUP_0898,"The integration could be improved, but overall Very satisfied.",2,2025-10-06 19:34:18.282854
STARTUP_0898,"Neutral with the features, especially the reduces operational costs by 40%.",2,2025-02-27 19:34:18.282854
STARTUP_0898,"Great integration, really helps with provides personalized experiences. Excited",1,2025-09-24 19:34:18.282854
STARTUP_0898,"The features could be improved, but overall Excited.",5,2025-12-02 19:34:18.282854
STARTUP_0898,"Disappointed with the user interface, especially the enables data-driven decisions.",4,2025-04-11 19:34:18.282854
STARTUP_0898,"Great support, really helps with provides personalized experiences. Impressed",1,2025-03-02 19:34:18.282854
STARTUP_0898,"Neutral with the performance, especially the ensures data security.",3,2025-05-01 19:34:18.282854
STARTUP_0898,"Excellent features, Disappointed about the delivers real-time insights.",5,2025-09-20 19:34:18.282854
STARTUP_0898,"The pricing could be improved, but overall Neutral.",5,2025-04-30 19:34:18.282854
STARTUP_0898,"Neutral with the performance, especially the ensures data security.",3,2025-08-28 19:34:18.282854
STARTUP_0794,"Neutral with the integration, especially the automates repetitive tasks.",5,2025-01-15 19:34:18.282854
STARTUP_0794,"Very satisfied with the integration, especially the ensures data security.",1,2025-03-10 19:34:18.282854
STARTUP_0794,"Great integration, really helps with reduces operational costs by 40%. Happy",4,2024-10-19 19:34:18.282854
STARTUP_0794,"The support could be improved, but overall Excited.",4,2025-04-03 19:34:18.282854
STARTUP_0794,"Excited with the support, especially the increases efficiency by 3x.",1,2025-04-07 19:34:18.282854
STARTUP_0794,"The support could be improved, but overall Happy.",4,2025-03-30 19:34:18.282854
STARTUP_0794,"Excellent performance, Impressed about the ensures data security.",4,2025-06-08 19:34:18.282854
STARTUP_0794,"Great user interface, really helps with ensures data security. Happy",4,2024-10-10 19:34:18.282854
STARTUP_4907,"Excellent pricing, Neutral about the provides personalized experiences.",5,2026-01-30 19:34:18.282854
STARTUP_4907,"Excellent pricing, Happy about the automates repetitive tasks.",5,2026-06-17 19:34:18.282854
STARTUP_4907,"Excellent support, Very satisfied about the scales with your business.",4,2026-05-04 19:34:18.282854
STARTUP_4907,"Excellent pricing, Impressed about the increases efficiency by 3x.",3,2026-02-21 19:34:18.282854
STARTUP_4907,"Excellent user interface, Happy about the improves accuracy by 95%.",2,2025-12-14 19:34:18.282854
STARTUP_4907,"The features could be improved, but overall Excited.",5,2025-12-08 19:34:18.282854
STARTUP_4907,"Excellent performance, Impressed about the enables data-driven decisions.",2,2026-03-29 19:34:18.282854
STARTUP_4907,"Great features, really helps with scales with your business. Disappointed",3,2026-03-14 19:34:18.282854
STARTUP_4907,"Excellent integration, Happy about the automates repetitive tasks.",4,2026-01-31 19:34:18.282854
STARTUP_4907,"Very satisfied with the integration, especially the saves 10+ hours per week.",3,2025-12-09 19:34:18.282854
STARTUP_4907,"Happy with the pricing, especially the scales with your business.",5,2026-02-25 19:34:18.282854
STARTUP_4907,"The features could be improved, but overall Neutral.",3,2025-10-21 19:34:18.282854
STARTUP_4907,"Excellent pricing, Very satisfied about the scales with your business.",1,2026-04-28 19:34:18.282854
STARTUP_4907,"Great support, really helps with enables data-driven decisions. Very satisfied",5,2026-06-22 19:34:18.282854
STARTUP_4907,"Very satisfied with the performance, especially the delivers real-time insights.",5,2025-12-16 19:34:18.282854
STARTUP_4907,"The performance could be improved, but overall Very satisfied.",5,2026-01-13 19:34:18.282854
STARTUP_4907,"Neutral with the performance, especially the improves accuracy by 95%.",3,2025-12-29 19:34:18.282854
STARTUP_4907,"The features could be improved, but overall Very satisfied.",2,2026-05-04 19:34:18.282854
STARTUP_4907,"Neutral with the performance, especially the increases efficiency by 3x.",2,2026-04-10 19:34:18.282854
STARTUP_4907,"Disappointed with the user interface, especially the ensures data security.",4,2026-02-07 19:34:18.282854
STARTUP_2812,"Disappointed with the features, especially the improves accuracy by 95%.",2,2025-07-08 19:34:18.282854
STARTUP_2812,"Excited with the pricing, especially the provides personalized experiences.",5,2024-09-21 19:34:18.282854
STARTUP_2812,"The support could be improved, but overall Neutral.",3,2024-12-31 19:34:18.282854
STARTUP_2812,"Happy with the pricing, especially the saves 10+ hours per week.",5,2025-05-21 19:34:18.282854
STARTUP_2812,"The performance could be improved, but overall Neutral.",1,2025-06-27 19:34:18.282854
STARTUP_2812,"Excellent support, Disappointed about the increases efficiency by 3x.",5,2024-12-15 19:34:18.282854
STARTUP_2812,"Great user interface, really helps with improves accuracy by 95%. Very satisfied",3,2025-03-13 19:34:18.282854
STARTUP_2812,"Excellent features, Impressed about the increases efficiency by 3x.",5,2025-07-01 19:34:18.282854
STARTUP_4173,"Happy with the features, especially the automates repetitive tasks.",5,2026-06-08 19:34:18.282854
STARTUP_4173,"Excellent integration, Excited about the automates repetitive tasks.",2,2026-01-25 19:34:18.282854
STARTUP_4173,"Great pricing, really helps with improves accuracy by 95%. Excited",5,2025-10-28 19:34:18.282854
STARTUP_4173,"The user interface could be improved, but overall Excited.",4,2026-02-18 19:34:18.282854
STARTUP_4173,"The user interface could be improved, but overall Happy.",4,2025-12-09 19:34:18.282854
STARTUP_4173,"Happy with the integration, especially the saves 10+ hours per week.",5,2026-06-16 19:34:18.282854
STARTUP_4173,"Excellent support, Very satisfied about the improves accuracy by 95%.",1,2025-10-26 19:34:18.282854
STARTUP_4173,"The user interface could be improved, but overall Neutral.",1,2026-05-15 19:34:18.282854
STARTUP_4173,"Great user interface, really helps with improves accuracy by 95%. Happy",4,2026-01-15 19:34:18.282854
STARTUP_4173,"Excellent support, Very satisfied about the reduces operational costs by 40%.",3,2026-07-24 19:34:18.282854
STARTUP_4173,"Neutral with the support, especially the increases efficiency by 3x.",4,2026-04-15 19:34:18.282854
STARTUP_4173,"The integration could be improved, but overall Excited.",2,2025-10-23 19:34:18.282854
STARTUP_4173,"The integration could be improved, but overall Disappointed.",5,2026-07-15 19:34:18.282854
STARTUP_4173,"Great performance, really helps with saves 10+ hours per week. Excited",4,2026-02-03 19:34:18.282854
STARTUP_4173,"Happy with the support, especially the provides personalized experiences.",5,2025-10-29 19:34:18.282854
STARTUP_4173,"Great performance, really helps with enables data-driven decisions. Impressed",1,2026-01-08 19:34:18.282854
STARTUP_4173,"The integration could be improved, but overall Excited.",1,2026-06-02 19:34:18.282854
STARTUP_1566,"Impressed with the support, especially the improves accuracy by 95%.",1,2025-09-02 19:34:18.282854
STARTUP_1566,"The performance could be improved, but overall Excited.",3,2025-08-12 19:34:18.282854
STARTUP_1566,"The user interface could be improved, but overall Neutral.",2,2025-04-16 19:34:18.282854
STARTUP_1566,"Great support, really helps with delivers real-time insights. Neutral",5,2025-03-03 19:34:18.282854
STARTUP_1566,"Excellent user interface, Happy about the automates repetitive tasks.",2,2025-06-01 19:34:18.282854
STARTUP_1566,"Very satisfied with the support, especially the saves 10+ hours per week.",4,2025-01-04 19:34:18.282854
STARTUP_1566,"Great user interface, really helps with delivers real-time insights. Excited",4,2025-03-27 19:34:18.282854
STARTUP_1566,"Excellent integration, Disappointed about the saves 10+ hours per week.",2,2025-03-01 19:34:18.282854
STARTUP_1566,"Great pricing, really helps with scales with your business. Impressed",5,2024-12-08 19:34:18.282854
STARTUP_1566,"Great integration, really helps with increases efficiency by 3x. Impressed",1,2025-07-28 19:34:18.282854
STARTUP_1566,"Excellent integration, Neutral about the automates repetitive tasks.",5,2025-06-30 19:34:18.282854
STARTUP_1566,"The performance could be improved, but overall Disappointed.",5,2025-07-05 19:34:18.282854
STARTUP_1566,"Impressed with the performance, especially the provides personalized experiences.",2,2025-10-19 19:34:18.282854
STARTUP_1566,"Excellent user interface, Happy about the ensures data security.",2,2025-06-04 19:34:18.282854
STARTUP_1566,"The integration could be improved, but overall Happy.",5,2025-10-23 19:34:18.282854
STARTUP_1566,"Great user interface, really helps with provides personalized experiences. Excited",4,2025-06-09 19:34:18.282854
STARTUP_3750,"Excellent user interface, Impressed about the enables data-driven decisions.",4,2024-07-11 19:34:18.282854
STARTUP_3750,"The performance could be improved, but overall Happy.",4,2024-06-17 19:34:18.282854
STARTUP_3750,"Neutral with the features, especially the enables data-driven decisions.",5,2024-04-26 19:34:18.282854
STARTUP_3750,"Happy with the features, especially the reduces operational costs by 40%.",2,2024-05-30 19:34:18.282854
STARTUP_3750,"Great features, really helps with provides personalized experiences. Neutral",1,2024-01-20 19:34:18.282854
STARTUP_3750,"Excellent integration, Disappointed about the saves 10+ hours per week.",4,2024-05-25 19:34:18.282854
STARTUP_3750,"Great pricing, really helps with provides personalized experiences. Very satisfied",2,2023-12-17 19:34:18.282854
STARTUP_3750,"Impressed with the features, especially the automates repetitive tasks.",4,2024-10-05 19:34:18.282854
STARTUP_0274,"Happy with the performance, especially the saves 10+ hours per week.",5,2024-12-23 19:34:18.282854
STARTUP_0274,"Great pricing, really helps with delivers real-time insights. Excited",3,2024-10-13 19:34:18.282854
STARTUP_0274,"Happy with the performance, especially the delivers real-time insights.",2,2024-12-10 19:34:18.282854
STARTUP_0274,"Happy with the user interface, especially the saves 10+ hours per week.",4,2024-05-30 19:34:18.282854
STARTUP_0274,"Great support, really helps with increases efficiency by 3x. Neutral",2,2024-09-22 19:34:18.282854
STARTUP_0274,"Disappointed with the integration, especially the reduces operational costs by 40%.",1,2024-12-18 19:34:18.282854
STARTUP_0274,"Excited with the pricing, especially the reduces operational costs by 40%.",1,2024-11-15 19:34:18.282854
STARTUP_0274,"Disappointed with the integration, especially the increases efficiency by 3x.",4,2025-01-08 19:34:18.282854
STARTUP_0274,"The features could be improved, but overall Very satisfied.",3,2024-07-31 19:34:18.282854
STARTUP_0274,"Impressed with the support, especially the saves 10+ hours per week.",2,2024-09-25 19:34:18.282854
STARTUP_0274,"Excellent performance, Excited about the reduces operational costs by 40%.",4,2024-10-27 19:34:18.282854
STARTUP_0951,"The integration could be improved, but overall Very satisfied.",4,2024-11-16 19:34:18.282854
STARTUP_0951,"The support could be improved, but overall Disappointed.",3,2025-07-27 19:34:18.282854
STARTUP_0951,"Impressed with the support, especially the increases efficiency by 3x.",2,2025-05-14 19:34:18.282854
STARTUP_0951,"Excellent pricing, Happy about the scales with your business.",4,2024-11-26 19:34:18.282854
STARTUP_0951,"Very satisfied with the features, especially the scales with your business.",5,2025-07-04 19:34:18.282854
STARTUP_0951,"Very satisfied with the integration, especially the reduces operational costs by 40%.",2,2025-04-21 19:34:18.282854
STARTUP_0951,"Great pricing, really helps with automates repetitive tasks. Happy",5,2024-12-10 19:34:18.282854
STARTUP_0951,"Impressed with the user interface, especially the saves 10+ hours per week.",2,2025-02-12 19:34:18.282854
STARTUP_0951,"Excellent features, Very satisfied about the increases efficiency by 3x.",1,2025-01-10 19:34:18.282854
STARTUP_0951,"The user interface could be improved, but overall Happy.",5,2024-12-22 19:34:18.282854
STARTUP_0951,"Great support, really helps with reduces operational costs by 40%. Excited",5,2024-12-25 19:34:18.282854
STARTUP_0951,"The pricing could be improved, but overall Happy.",4,2024-10-15 19:34:18.282854
STARTUP_0951,"Happy with the performance, especially the provides personalized experiences.",2,2024-12-30 19:34:18.282854
STARTUP_0951,"The performance could be improved, but overall Very satisfied.",2,2025-01-27 19:34:18.282854
STARTUP_3049,"Excellent performance, Happy about the increases efficiency by 3x.",3,2024-08-06 19:34:18.282854
STARTUP_3049,"Great support, really helps with saves 10+ hours per week. Happy",3,2024-09-19 19:34:18.282854
STARTUP_3049,"Disappointed with the features, especially the automates repetitive tasks.",1,2024-08-13 19:34:18.282854
STARTUP_3049,"Excited with the features, especially the scales with your business.",5,2025-04-16 19:34:18.282854
STARTUP_3049,"The features could be improved, but overall Excited.",4,2025-06-09 19:34:18.282854
STARTUP_3049,"Great integration, really helps with saves 10+ hours per week. Neutral",1,2024-10-30 19:34:18.282854
STARTUP_3049,"Excited with the support, especially the scales with your business.",5,2025-05-26 19:34:18.282854
STARTUP_3049,"Great features, really helps with ensures data security. Very satisfied",5,2024-11-05 19:34:18.282854
STARTUP_3049,"Great integration, really helps with saves 10+ hours per week. Disappointed",5,2024-10-08 19:34:18.282854
STARTUP_3049,"Excited with the pricing, especially the saves 10+ hours per week.",5,2025-04-10 19:34:18.282854
STARTUP_3829,"Excellent performance, Neutral about the scales with your business.",2,2026-02-11 19:34:18.282854
STARTUP_3829,"Excellent features, Disappointed about the improves accuracy by 95%.",3,2025-07-02 19:34:18.282854
STARTUP_3829,"Great integration, really helps with saves 10+ hours per week. Disappointed",5,2025-10-20 19:34:18.282854
STARTUP_3829,"Great pricing, really helps with ensures data security. Disappointed",3,2025-09-15 19:34:18.282854
STARTUP_3829,"The integration could be improved, but overall Disappointed.",3,2026-04-20 19:34:18.282854
STARTUP_3829,"The user interface could be improved, but overall Impressed.",5,2025-10-06 19:34:18.282854
STARTUP_3829,"The support could be improved, but overall Very satisfied.",4,2026-04-24 19:34:18.282854
STARTUP_3829,"Excellent features, Disappointed about the ensures data security.",2,2025-10-18 19:34:18.282854
STARTUP_3829,"Excellent features, Happy about the increases efficiency by 3x.",2,2025-10-03 19:34:18.282854
STARTUP_3829,"Disappointed with the support, especially the increases efficiency by 3x.",2,2025-12-11 19:34:18.282854
STARTUP_1959,"The user interface could be improved, but overall Very satisfied.",5,2025-06-18 19:34:18.282854
STARTUP_1959,"The integration could be improved, but overall Excited.",3,2025-09-04 19:34:18.282854
STARTUP_1959,"Excellent features, Very satisfied about the saves 10+ hours per week.",3,2025-04-25 19:34:18.282854
STARTUP_1959,"The features could be improved, but overall Excited.",1,2025-04-24 19:34:18.282854
STARTUP_1959,"The support could be improved, but overall Happy.",5,2025-09-21 19:34:18.282854
STARTUP_1959,"Great integration, really helps with enables data-driven decisions. Disappointed",1,2025-03-01 19:34:18.282854
STARTUP_1959,"Great integration, really helps with automates repetitive tasks. Disappointed",4,2025-02-18 19:34:18.282854
STARTUP_1959,"Excellent features, Very satisfied about the reduces operational costs by 40%.",2,2025-01-03 19:34:18.282854
STARTUP_1959,"Great integration, really helps with saves 10+ hours per week. Excited",4,2025-06-15 19:34:18.282854
STARTUP_1959,"Very satisfied with the pricing, especially the ensures data security.",2,2025-06-26 19:34:18.282854
STARTUP_3914,"Excellent support, Excited about the reduces operational costs by 40%.",2,2025-06-26 19:34:18.282854
STARTUP_3914,"The integration could be improved, but overall Excited.",2,2025-07-14 19:34:18.282854
STARTUP_3914,"The user interface could be improved, but overall Very satisfied.",1,2025-02-10 19:34:18.282854
STARTUP_3914,"Great user interface, really helps with increases efficiency by 3x. Very satisfied",5,2024-11-16 19:34:18.282854
STARTUP_3914,"Great pricing, really helps with saves 10+ hours per week. Neutral",2,2024-12-18 19:34:18.282854
STARTUP_2871,"The pricing could be improved, but overall Disappointed.",5,2024-10-23 19:34:18.282854
STARTUP_2871,"Excellent user interface, Very satisfied about the delivers real-time insights.",4,2025-05-15 19:34:18.282854
STARTUP_2871,"The support could be improved, but overall Impressed.",1,2024-10-10 19:34:18.282854
STARTUP_2871,"Happy with the performance, especially the delivers real-time insights.",5,2025-02-28 19:34:18.282854
STARTUP_2871,"Excellent features, Neutral about the improves accuracy by 95%.",4,2024-09-25 19:34:18.282854
STARTUP_2611,"Great features, really helps with delivers real-time insights. Happy",2,2024-04-28 19:34:18.282854
STARTUP_2611,"Excellent pricing, Happy about the improves accuracy by 95%.",5,2024-07-27 19:34:18.282854
STARTUP_2611,"Neutral with the user interface, especially the ensures data security.",4,2024-09-17 19:34:18.282854
STARTUP_2611,"Excellent features, Disappointed about the scales with your business.",2,2024-07-03 19:34:18.282854
STARTUP_2611,"Excellent performance, Disappointed about the delivers real-time insights.",4,2024-05-01 19:34:18.282854
STARTUP_2611,"Excellent support, Neutral about the saves 10+ hours per week.",3,2024-12-19 19:34:18.282854
STARTUP_2611,"Excellent performance, Very satisfied about the saves 10+ hours per week.",5,2024-04-13 19:34:18.282854
STARTUP_2611,"Great user interface, really helps with delivers real-time insights. Happy",1,2024-04-22 19:34:18.282854
STARTUP_2611,"Great support, really helps with reduces operational costs by 40%. Neutral",4,2024-04-15 19:34:18.282854
STARTUP_2611,"Impressed with the support, especially the reduces operational costs by 40%.",2,2024-04-07 19:34:18.282854
STARTUP_2611,"The features could be improved, but overall Neutral.",2,2024-09-27 19:34:18.282854
STARTUP_2611,"Great pricing, really helps with reduces operational costs by 40%. Impressed",3,2024-06-30 19:34:18.282854
STARTUP_2611,"The performance could be improved, but overall Disappointed.",3,2024-05-10 19:34:18.282854
